ID;EN;NL;DE;FR;IT;ES
Help_Engrave_Create;Apply the engraving to the selected face using the current settings. Select a planar face first.;Plaats de gravering op het geselecteerde vlak met de huidige instellingen. Selecteer eerst een vlak.;Wendet die Gravur mit den aktuellen Einstellungen auf die gewählte Fläche an. Wählen Sie zuerst eine planare Fläche.;Appliquez la gravure à la face sélectionnée avec les réglages actuels. Sélectionnez d'abord une face plane.;Applica l'incisione alla faccia selezionata usando le impostazioni correnti. Selezionare prima una faccia planare.;Aplicar el grabado a la cara seleccionada con los ajustes actuales. Seleccionar primero una cara plana.
Help_Engrave_ImprintBody;Imprint sketch curves onto a body to create new edges, without removing material.;Drukt schetslijnen op een body af om nieuwe randen te maken, zonder materiaal weg te nemen.;Drückt Skizzenkurven auf einen Body ab, um neue Kanten zu erzeugen, ohne Material zu entfernen.;Imprimez les courbes d'esquisse sur un corps pour créer de nouvelles arêtes, sans enlever de matière.;Imprime curve di schizzo su un corpo per creare nuovi spigoli, senza rimuovere materiale.;Imprimir curvas de croquis sobre un cuerpo para crear nuevos bordes, sin retirar material.
Help_Engrave_ImprintLines;Imprint individual lines onto a face. Use when you need edges along a curve but no cut.;Drukt afzonderlijke lijnen op een vlak af. Gebruik dit voor randen langs een curve zonder snede.;Drückt einzelne Linien auf eine Fläche ab. Verwenden Sie diese Funktion, wenn Sie Kanten entlang einer Kurve benötigen, aber keinen Schnitt.;Imprimez des lignes individuelles sur une face. Utilisez lorsque vous avez besoin d'arêtes le long d'une courbe sans coupe.;Imprime singole linee su una faccia. Usare quando servono spigoli lungo una curva ma nessun taglio.;Imprimir líneas individuales sobre una cara. Usar cuando se necesitan bordes a lo largo de una curva pero sin corte.
Help_Engrave_ImprintToEngraving;Convert existing imprinted curves into an engraved pocket using the current depth and size.;Zet bestaande afgedrukte curven om in een gegraveerde uitsparing met de huidige diepte en grootte.;Wandelt bestehende abgedrückte Kurven in eine gravierte Tasche mit der aktuellen Tiefe und Größe um.;Convertissez les courbes imprimées existantes en une poche gravée en utilisant la profondeur et la taille actuelles.;Converte le curve già impresse in una cavità incisa usando la profondità e la dimensione correnti.;Convertir curvas impresas existentes en un rebaje grabado usando la profundidad y el tamaño actuales.
Help_Custom_SelectTemplate;Pick a property template to load a predefined key set. Templates seed names only - you still apply them with the buttons below.;Kies een eigenschapsjabloon om een vooraf gedefinieerde sleutelset te laden. Sjablonen vullen alleen de namen in - toepassen doe je met de knoppen hieronder.;Wählen Sie eine Eigenschaftsvorlage, um einen vordefinierten Schlüsselsatz zu laden. Vorlagen geben nur die Namen vor - das Anwenden erfolgt über die Schaltflächen unten.;Choisissez un modèle de propriété pour charger un jeu de clés prédéfini. Les modèles ne remplissent que les noms - vous les appliquez ensuite avec les boutons ci-dessous.;Scegliere un modello di proprietà per caricare un set di chiavi predefinito. I modelli compilano solo i nomi - l'applicazione avviene con i pulsanti sottostanti.;Elegir una plantilla de propiedades para cargar un conjunto de claves predefinido. Las plantillas solo aportan los nombres, hay que aplicarlas con los botones inferiores.
Help_Custom_TemplateComboBox;Lists templates defined in the runtime CSV under %ProgramData%\AESCConstruct\. Selecting one overwrites the staged key list.;Toont sjablonen uit het CSV-bestand onder %ProgramData%\AESCConstruct\. Een selectie overschrijft de huidige sleutellijst.;Listet Vorlagen aus der Laufzeit-CSV unter %ProgramData%\AESCConstruct\ auf. Eine Auswahl überschreibt die aktuelle Schlüsselliste.;Liste les modèles définis dans le CSV runtime sous %ProgramData%\AESCConstruct\. Sélectionner un modèle remplace la liste de clés en attente.;Elenca i modelli definiti nel CSV runtime in %ProgramData%\AESCConstruct\. Selezionarne uno sovrascrive l'elenco di chiavi corrente.;Lista las plantillas definidas en el CSV en tiempo de ejecución en %ProgramData%\AESCConstruct\. Seleccionar una sobrescribe la lista de claves preparada.
Help_Custom_DocumentPropertiesHeader;Document-level metadata is stored on the active part document and appears in BOMs and STEP exports.;Eigenschappen op documentniveau worden opgeslagen op het actieve onderdeel-document en verschijnen in stuklijsten en STEP-exports.;Metadaten auf Dokumentebene werden im aktiven Part-Dokument gespeichert und erscheinen in BOMs und STEP-Exporten.;Les métadonnées au niveau document sont stockées sur le document de pièce actif et apparaissent dans les BOM et les exports STEP.;I metadati a livello di documento sono memorizzati sul documento di parte attivo e appaiono nelle BOM e nelle esportazioni STEP.;Los metadatos a nivel de documento se almacenan en el documento de pieza activo y aparecen en BOMs y exports STEP.
Help_Custom_AddDocProps;Adds the template's keys to the active document with empty values. Existing keys with the same name are left untouched.;Voegt de sleutels uit het sjabloon met lege waarden toe aan het actieve document. Bestaande sleutels met dezelfde naam blijven ongewijzigd.;Fügt die Schlüssel der Vorlage mit leeren Werten zum aktiven Dokument hinzu. Vorhandene Schlüssel mit gleichem Namen bleiben unverändert.;Ajoute les clés du modèle au document actif avec des valeurs vides. Les clés existantes du même nom restent intactes.;Aggiunge le chiavi del modello al documento attivo con valori vuoti. Le chiavi esistenti con lo stesso nome restano invariate.;Añade las claves de la plantilla al documento activo con valores vacíos. Las claves existentes con el mismo nombre se mantienen sin cambios.
Help_Custom_DeleteDocProps;Removes the template's keys from the active document. Values are discarded and cannot be undone via this panel.;Verwijdert de sleutels uit het sjabloon van het actieve document. Waarden gaan verloren en kunnen via dit paneel niet worden hersteld.;Entfernt die Schlüssel der Vorlage aus dem aktiven Dokument. Werte werden verworfen und können über dieses Panel nicht rückgängig gemacht werden.;Supprime les clés du modèle du document actif. Les valeurs sont rejetées et ne peuvent pas être annulées via ce panneau.;Rimuove le chiavi del modello dal documento attivo. I valori vengono scartati e non possono essere ripristinati tramite questo pannello.;Elimina las claves de la plantilla del documento activo. Los valores se descartan y no se pueden deshacer desde este panel.
Help_Custom_ComponentPropertiesHeader;Component-level metadata is stored per component instance and travels with that node in the assembly tree.;Eigenschappen op componentniveau worden per componentinstantie opgeslagen en blijven aan dat knooppunt in de assemblageboom gekoppeld.;Metadaten auf Komponentenebene werden je Komponenteninstanz gespeichert und bleiben mit diesem Knoten im Baugruppenbaum verknüpft.;Les métadonnées au niveau composant sont stockées par instance de composant et accompagnent ce nœud dans l'arborescence d'assemblage.;I metadati a livello di componente sono memorizzati per ogni istanza di componente e seguono quel nodo nell'albero di assemblaggio.;Los metadatos a nivel de componente se almacenan por instancia de componente y acompañan a ese nodo en el árbol de ensamblaje.
Help_Custom_AddToSelection;Adds the template's keys only to components currently selected in the structure tree or graphics window.;Voegt de sleutels uit het sjabloon alleen toe aan componenten die op dit moment in de structuurboom of grafische weergave zijn geselecteerd.;Fügt die Schlüssel der Vorlage nur den Komponenten hinzu, die aktuell im Strukturbaum oder Grafikfenster ausgewählt sind.;Ajoute les clés du modèle uniquement aux composants actuellement sélectionnés dans l'arborescence de structure ou la fenêtre graphique.;Aggiunge le chiavi del modello solo ai componenti attualmente selezionati nell'albero della struttura o nella finestra grafica.;Añade las claves de la plantilla solo a los componentes seleccionados actualmente en el árbol de estructura o en la ventana gráfica.
Help_Custom_DeleteFromSelection;Removes the template's keys from the selected components only. Other components keep their values.;Verwijdert de sleutels uit het sjabloon alleen van de geselecteerde componenten. Overige componenten behouden hun waarden.;Entfernt die Schlüssel der Vorlage nur von den ausgewählten Komponenten. Andere Komponenten behalten ihre Werte.;Supprime les clés du modèle uniquement des composants sélectionnés. Les autres composants conservent leurs valeurs.;Rimuove le chiavi del modello solo dai componenti selezionati. Gli altri componenti mantengono i propri valori.;Elimina las claves de la plantilla solo de los componentes seleccionados. Los demás componentes conservan sus valores.
Help_Custom_AddToAll;Adds the template's keys to every component in the active document. Use with care on large assemblies.;Voegt de sleutels uit het sjabloon toe aan elke component in het actieve document. Wees voorzichtig bij grote assemblages.;Fügt die Schlüssel der Vorlage jeder Komponente im aktiven Dokument hinzu. Bei großen Baugruppen mit Vorsicht verwenden.;Ajoute les clés du modèle à chaque composant du document actif. À utiliser avec prudence sur les grands assemblages.;Aggiunge le chiavi del modello a ogni componente del documento attivo. Usare con cautela su assemblaggi di grandi dimensioni.;Añade las claves de la plantilla a todos los componentes del documento activo. Usar con precaución en ensamblajes grandes.
Help_Custom_DeleteFromAll;Removes the template's keys from every component in the active document. The action cannot be undone via this panel.;Verwijdert de sleutels uit het sjabloon van elke component in het actieve document. Deze actie kan via dit paneel niet worden hersteld.;Entfernt die Schlüssel der Vorlage von jeder Komponente im aktiven Dokument. Die Aktion kann über dieses Panel nicht rückgängig gemacht werden.;Supprime les clés du modèle de chaque composant du document actif. L'action ne peut pas être annulée via ce panneau.;Rimuove le chiavi del modello da ogni componente del documento attivo. L'azione non può essere annullata tramite questo pannello.;Elimina las claves de la plantilla de todos los componentes del documento activo. La acción no se puede deshacer desde este panel.
ClashDetection_Msg_NoDocument;No document open.;Geen document geopend.;Kein Dokument geöffnet.;Aucun document ouvert.;Nessun documento aperto.;Ningún documento abierto.
ClashDetection_Msg_Need2Bodies;Need at least 2 bodies for clash detection.;Minimaal 2 bodies nodig voor botsingsdetectie.;Mindestens 2 Körper für die Kollisionsprüfung erforderlich.;Au moins 2 corps sont nécessaires pour la détection de collision.;Sono necessari almeno 2 corpi per il rilevamento delle collisioni.;Se necesitan al menos 2 cuerpos para la detección de colisiones.
ClashDetection_Msg_NotEnoughValid;Not enough valid bodies for clash detection.;Onvoldoende geldige bodies voor botsingsdetectie.;Nicht genügend gültige Körper für die Kollisionsprüfung.;Pas assez de corps valides pour la détection de collision.;Corpi validi insufficienti per il rilevamento delle collisioni.;No hay suficientes cuerpos válidos para la detección de colisiones.
ClashDetection_Msg_Found;Found {0} clash(es) involving {1} bodies. Clashing bodies selected.;{0} botsing(en) gevonden met {1} bodies. Botsende bodies geselecteerd.;{0} Kollision(en) mit {1} Körpern gefunden. Kollidierende Körper ausgewählt.;{0} collision(s) trouvée(s) impliquant {1} corps. Corps en collision sélectionnés.;Trovate {0} collisione/i che coinvolgono {1} corpi. Corpi in collisione selezionati.;Se encontraron {0} colisión(es) con {1} cuerpos. Cuerpos en colisión seleccionados.
ClashDetection_Msg_None;No clashes detected.;Geen botsingen gedetecteerd.;Keine Kollisionen erkannt.;Aucune collision détectée.;Nessuna collisione rilevata.;No se detectaron colisiones.
ClashDetection_Err_Failed;Clash detection failed: {0};Botsingsdetectie mislukt: {0};Kollisionsprüfung fehlgeschlagen: {0};Échec de la détection de collision : {0};Rilevamento delle collisioni non riuscito: {0};Error en la detección de colisiones: {0}
Common_Msg_NoActiveWindow;No active window found.;Geen actief venster gevonden.;Kein aktives Fenster gefunden.;Aucune fenêtre active trouvée.;Nessuna finestra attiva trovata.;No se encontró ninguna ventana activa.
Common_Msg_NoActiveDocument;No active document.;Geen actief document.;Kein aktives Dokument.;Aucun document actif.;Nessun documento attivo.;Ningún documento activo.
Common_Btn_OK;OK;OK;OK;OK;OK;OK
Common_Btn_Cancel;Cancel;Annuleren;Abbrechen;Annuler;Annulla;Cancelar
Common_Title_Warning;Warning;Waarschuwing;Warnung;Avertissement;Avviso;Advertencia
Common_Title_Information;Information;Informatie;Information;Information;Informazioni;Información
DXF_Msg_NoActiveWindow;No active window.;Geen actief venster.;Kein aktives Fenster.;Aucune fenêtre active.;Nessuna finestra attiva.;Ninguna ventana activa.
DXF_Msg_SingleDatumPlane;DXF should have a single datum plane;DXF moet één referentievlak hebben;DXF sollte eine einzige Bezugsebene haben;Le DXF doit avoir un seul plan de référence;Il DXF deve avere un solo piano di riferimento;El DXF debe tener un único plano de referencia
DXF_Msg_NoDatumPlane;DXF has no datum plane.;DXF heeft geen referentievlak.;DXF hat keine Bezugsebene.;Le DXF n'a pas de plan de référence.;Il DXF non ha un piano di riferimento.;El DXF no tiene plano de referencia.
DXF_Msg_PlaneNotAligned;Plane is not aligned to XY frame;Vlak is niet uitgelijnd met het XY-frame;Ebene ist nicht am XY-Rahmen ausgerichtet;Le plan n'est pas aligné sur le repère XY;Il piano non è allineato al sistema XY;El plano no está alineado con el marco XY
DXF_Err_InvalidProfile;Invalid profile—check the DXF contours.;Ongeldig profiel—controleer de DXF-contouren.;Ungültiges Profil—überprüfen Sie die DXF-Konturen.;Profil non valide—vérifiez les contours DXF.;Profilo non valido—controllare i contorni DXF.;Perfil no válido—compruebe los contornos DXF.
DXF_FileDialog_ImportTitle;Select DXF file to import;Selecteer DXF-bestand om te importeren;DXF-Datei zum Importieren auswählen;Sélectionnez le fichier DXF à importer;Selezionare il file DXF da importare;Seleccione el archivo DXF para importar
DXF_FileFilter_Dxf;DXF Files (*.dxf)|*.dxf;DXF-bestanden (*.dxf)|*.dxf;DXF-Dateien (*.dxf)|*.dxf;Fichiers DXF (*.dxf)|*.dxf;File DXF (*.dxf)|*.dxf;Archivos DXF (*.dxf)|*.dxf
DXF_FileDialog_SaveTitle;Save DXFProfile List as CSV;DXFProfile-lijst opslaan als CSV;DXFProfile-Liste als CSV speichern;Enregistrer la liste DXFProfile au format CSV;Salva l'elenco DXFProfile come CSV;Guardar la lista DXFProfile como CSV
DXF_FileDialog_LoadTitle;Load DXFProfile CSV;DXFProfile-CSV laden;DXFProfile-CSV laden;Charger le CSV DXFProfile;Carica CSV DXFProfile;Cargar CSV DXFProfile
DXF_FileFilter_Csv;CSV Files (*.csv)|*.csv;CSV-bestanden (*.csv)|*.csv;CSV-Dateien (*.csv)|*.csv;Fichiers CSV (*.csv)|*.csv;File CSV (*.csv)|*.csv;Archivos CSV (*.csv)|*.csv
DXF_Msg_Imported;Imported {0} contour curves from:\n{1};{0} contourcurven geïmporteerd uit:\n{1};{0} Konturkurven importiert aus:\n{1};{0} courbes de contour importées depuis :\n{1};Importate {0} curve di contorno da:\n{1};Se importaron {0} curvas de contorno desde:\n{1}
DXF_Err_ImportFailed;Failed to import valid contours from:\n{0};Kan geen geldige contouren importeren uit:\n{0};Gültige Konturen konnten nicht importiert werden aus:\n{0};Échec de l'importation de contours valides depuis :\n{0};Impossibile importare contorni validi da:\n{0};No se pudieron importar contornos válidos desde:\n{0}
DXF_Err_ProfileInvalid;DXF -> Profile failed or was invalid.;DXF -> Profiel mislukt of ongeldig.;DXF -> Profil fehlgeschlagen oder ungültig.;DXF -> Profil a échoué ou était non valide.;DXF -> Profilo non riuscito o non valido.;DXF -> Perfil falló o no era válido.
DXF_Msg_ProfileSucceeded;DXF -> Profile succeeded.\n\nName = {0}\n(Profile string copied to clipboard.);DXF -> Profiel geslaagd.\n\nNaam = {0}\n(Profielstring gekopieerd naar klembord.);DXF -> Profil erfolgreich.\n\nName = {0}\n(Profilzeichenfolge in die Zwischenablage kopiert.);DXF -> Profil réussi.\n\nNom = {0}\n(Chaîne de profil copiée dans le presse-papiers.);DXF -> Profilo riuscito.\n\nNome = {0}\n(Stringa del profilo copiata negli appunti.);DXF -> Perfil correcto.\n\nNombre = {0}\n(Cadena de perfil copiada al portapapeles.)
DXF_Msg_NoProfilesToSave;No DXF profiles available to save.;Geen DXF-profielen beschikbaar om op te slaan.;Keine DXF-Profile zum Speichern verfügbar.;Aucun profil DXF disponible à enregistrer.;Nessun profilo DXF disponibile da salvare.;No hay perfiles DXF disponibles para guardar.
DXF_Msg_Saved;Saved {0} profiles to:\n{1};{0} profielen opgeslagen in:\n{1};{0} Profile gespeichert unter:\n{1};{0} profils enregistrés dans :\n{1};Salvati {0} profili in:\n{1};Se guardaron {0} perfiles en:\n{1}
DXF_Err_SaveFailed;Failed to save CSV:\n{0};Kan CSV niet opslaan:\n{0};CSV konnte nicht gespeichert werden:\n{0};Échec de l'enregistrement du CSV :\n{0};Impossibile salvare il CSV:\n{0};No se pudo guardar el CSV:\n{0}
DXF_Msg_Loaded;Loaded {0} profiles from:\n{1};{0} profielen geladen uit:\n{1};{0} Profile geladen aus:\n{1};{0} profils chargés depuis :\n{1};Caricati {0} profili da:\n{1};Se cargaron {0} perfiles desde:\n{1}
DXF_Err_LoadFailed;Failed to load CSV:\n{0};Kan CSV niet laden:\n{0};CSV konnte nicht geladen werden:\n{0};Échec du chargement du CSV :\n{0};Impossibile caricare il CSV:\n{0};No se pudo cargar el CSV:\n{0}
Frame_Compare_Msg_NoBodies;No bodies found in the main part.;Geen bodies gevonden in het hoofdonderdeel.;Keine Körper im Hauptteil gefunden.;Aucun corps trouvé dans la pièce principale.;Nessun corpo trovato nella parte principale.;No se encontraron cuerpos en la pieza principal.
Frame_Joint_Msg_TrimRequiresSelection;Trim requires: select at least one profile (body/component/edge) and one face for the cutter.;Trim vereist: selecteer minimaal één profiel (body/component/rand) en één vlak voor de snijder.;Trimmen erfordert: Wählen Sie mindestens ein Profil (Körper/Komponente/Kante) und eine Fläche für den Schneider.;Le rognage nécessite : sélectionnez au moins un profil (corps/composant/arête) et une face pour l'outil de coupe.;Il taglio richiede: selezionare almeno un profilo (corpo/componente/spigolo) e una faccia per la fresa.;El recorte requiere: seleccione al menos un perfil (cuerpo/componente/arista) y una cara para el cortador.
Frame_Joint_Msg_TrimRequiresSelection2;Trim requires: at least one profile (body/component/edge of target body) and one face for the cutter.\nPlease adjust your selection and try again.;Trim vereist: minimaal één profiel (body/component/rand van doelbody) en één vlak voor de snijder.\nPas uw selectie aan en probeer het opnieuw.;Trimmen erfordert: mindestens ein Profil (Körper/Komponente/Kante des Zielkörpers) und eine Fläche für den Schneider.\nBitte passen Sie Ihre Auswahl an und versuchen Sie es erneut.;Le rognage nécessite : au moins un profil (corps/composant/arête du corps cible) et une face pour l'outil de coupe.\nVeuillez ajuster votre sélection et réessayer.;Il taglio richiede: almeno un profilo (corpo/componente/spigolo del corpo di destinazione) e una faccia per la fresa.\nRegolare la selezione e riprovare.;El recorte requiere: al menos un perfil (cuerpo/componente/arista del cuerpo de destino) y una cara para el cortador.\nAjuste su selección e inténtelo de nuevo.
Frame_Joint_Msg_SelectTwoComponents;Select at least two components to apply a joint.;Selecteer minimaal twee componenten om een verbinding toe te passen.;Wählen Sie mindestens zwei Komponenten aus, um eine Verbindung anzuwenden.;Sélectionnez au moins deux composants pour appliquer un assemblage.;Selezionare almeno due componenti per applicare un giunto.;Seleccione al menos dos componentes para aplicar una unión.
Frame_Joint_Msg_NoJointPair;No joint pair found, check line connections.;Geen verbindingspaar gevonden, controleer de lijnverbindingen.;Kein Verbindungspaar gefunden, überprüfen Sie die Linienverbindungen.;Aucune paire d'assemblage trouvée, vérifiez les connexions de lignes.;Nessuna coppia di giunti trovata, controllare le connessioni delle linee.;No se encontró ningún par de unión, compruebe las conexiones de líneas.
Frame_Joint_Msg_SelectOneRestoreGeometry;Select at least one component to restore geometry.;Selecteer minimaal één component om de geometrie te herstellen.;Wählen Sie mindestens eine Komponente aus, um die Geometrie wiederherzustellen.;Sélectionnez au moins un composant pour restaurer la géométrie.;Selezionare almeno un componente per ripristinare la geometria.;Seleccione al menos un componente para restaurar la geometría.
Frame_Joint_Msg_SelectTwoRestoreJoints;Select at least two components to restore joints.;Selecteer minimaal twee componenten om verbindingen te herstellen.;Wählen Sie mindestens zwei Komponenten aus, um Verbindungen wiederherzustellen.;Sélectionnez au moins deux composants pour restaurer les assemblages.;Selezionare almeno due componenti per ripristinare i giunti.;Seleccione al menos dos componentes para restaurar las uniones.
Frame_Joint_Msg_SelectTwoProfiles;Select at least two profiles. The last selected will be cut by the others.;Selecteer minimaal twee profielen. Het laatst geselecteerde wordt door de andere gesneden.;Wählen Sie mindestens zwei Profile aus. Das zuletzt ausgewählte wird von den anderen geschnitten.;Sélectionnez au moins deux profils. Le dernier sélectionné sera coupé par les autres.;Selezionare almeno due profili. L'ultimo selezionato verrà tagliato dagli altri.;Seleccione al menos dos perfiles. El último seleccionado será cortado por los demás.
Plates_Msg_NoSelection;No selection found. Please select a face.;Geen selectie gevonden. Selecteer een vlak.;Keine Auswahl gefunden. Bitte wählen Sie eine Fläche aus.;Aucune sélection trouvée. Veuillez sélectionner une face.;Nessuna selezione trovata. Selezionare una faccia.;No se encontró ninguna selección. Seleccione una cara.
Plates_Msg_NoPlanarFaces;No planar faces found in selection.;Geen vlakke vlakken gevonden in de selectie.;Keine planaren Flächen in der Auswahl gefunden.;Aucune face plane trouvée dans la sélection.;Nessuna faccia planare trovata nella selezione.;No se encontraron caras planas en la selección.
Plates_Err_SupportThicknessPositive;Support plate thickness must be positive.;Dikte van de steunplaat moet positief zijn.;Die Dicke der Stützplatte muss positiv sein.;L'épaisseur de la plaque de support doit être positive.;Lo spessore della piastra di supporto deve essere positivo.;El espesor de la placa de soporte debe ser positivo.
Plates_Err_FlangeThicknessPositive;Flange thickness must be positive.;Flensdikte moet positief zijn.;Die Flanschdicke muss positiv sein.;L'épaisseur de la bride doit être positive.;Lo spessore della flangia deve essere positivo.;El espesor de la brida debe ser positivo.
Plates_Err_UnpThicknessPositive;UNP thickness must be positive.;UNP-dikte moet positief zijn.;Die UNP-Dicke muss positiv sein.;L'épaisseur UNP doit être positive.;Lo spessore UNP deve essere positivo.;El espesor UNP debe ser positivo.
Plates_Err_UnpContourFailed;UNP contour could not be built.;UNP-contour kon niet worden gemaakt.;UNP-Kontur konnte nicht erstellt werden.;Le contour UNP n'a pas pu être créé.;Impossibile creare il contorno UNP.;No se pudo crear el contorno UNP.
CustomComponent_Msg_TemplateFolderNotFound;Template folder not found: {0};Sjabloonmap niet gevonden: {0};Vorlagenordner nicht gefunden: {0};Dossier de modèles introuvable : {0};Cartella dei modelli non trovata: {0};Carpeta de plantillas no encontrada: {0}
CustomComponent_Msg_TemplatesLoaded;Loaded {0} template(s) from {1};{0} sjabloon(en) geladen uit {1};{0} Vorlage(n) aus {1} geladen;{0} modèle(s) chargé(s) depuis {1};Caricati {0} modello/i da {1};Se cargaron {0} plantilla(s) desde {1}
CustomComponent_Msg_NoTemplates;No .csv templates found in {0};Geen .csv-sjablonen gevonden in {0};Keine .csv-Vorlagen gefunden in {0};Aucun modèle .csv trouvé dans {0};Nessun modello .csv trovato in {0};No se encontraron plantillas .csv en {0}
CustomComponent_Msg_TemplateFileNotFound;Template file not found.;Sjabloonbestand niet gevonden.;Vorlagendatei nicht gefunden.;Fichier de modèle introuvable.;File del modello non trovato.;Archivo de plantilla no encontrado.
CustomComponent_Err_ReadCsv;Failed to read template CSV.;Kan sjabloon-CSV niet lezen.;Vorlagen-CSV konnte nicht gelesen werden.;Échec de la lecture du CSV de modèle.;Impossibile leggere il CSV del modello.;No se pudo leer el CSV de la plantilla.
CustomComponent_Msg_TemplateNoProps;Template contains no properties.;Sjabloon bevat geen eigenschappen.;Vorlage enthält keine Eigenschaften.;Le modèle ne contient aucune propriété.;Il modello non contiene proprietà.;La plantilla no contiene propiedades.
CustomComponent_Err_ReadExistingProps;Failed to read existing document properties.;Kan bestaande documenteigenschappen niet lezen.;Vorhandene Dokumenteigenschaften konnten nicht gelesen werden.;Échec de la lecture des propriétés existantes du document.;Impossibile leggere le proprietà esistenti del documento.;No se pudieron leer las propiedades existentes del documento.
CustomComponent_Err_UpdateProps;Failed while updating document properties.;Mislukt bij het bijwerken van documenteigenschappen.;Fehler beim Aktualisieren der Dokumenteigenschaften.;Échec lors de la mise à jour des propriétés du document.;Errore durante l'aggiornamento delle proprietà del documento.;Error al actualizar las propiedades del documento.
CustomComponent_Msg_DocPropsUpdated;Document properties updated from {0};Documenteigenschappen bijgewerkt vanuit {0};Dokumenteigenschaften aktualisiert aus {0};Propriétés du document mises à jour depuis {0};Proprietà del documento aggiornate da {0};Propiedades del documento actualizadas desde {0}
CustomComponent_Err_DeleteProps;Failed while deleting document properties.;Mislukt bij het verwijderen van documenteigenschappen.;Fehler beim Löschen der Dokumenteigenschaften.;Échec lors de la suppression des propriétés du document.;Errore durante l'eliminazione delle proprietà del documento.;Error al eliminar las propiedades del documento.
CustomComponent_Msg_DocPropsDeleted;Deleted properties from {0};Eigenschappen verwijderd uit {0};Eigenschaften aus {0} gelöscht;Propriétés supprimées de {0};Proprietà eliminate da {0};Propiedades eliminadas de {0}
CustomComponent_Msg_SelectComponents;Select one or more components.;Selecteer een of meer componenten.;Wählen Sie eine oder mehrere Komponenten aus.;Sélectionnez un ou plusieurs composants.;Selezionare uno o più componenti.;Seleccione uno o más componentes.
CustomComponent_Msg_PropsAddedSelection;Component properties added to selection.;Componenteigenschappen toegevoegd aan selectie.;Komponenteneigenschaften zur Auswahl hinzugefügt.;Propriétés de composant ajoutées à la sélection.;Proprietà del componente aggiunte alla selezione.;Propiedades de componente añadidas a la selección.
CustomComponent_Msg_PropsDeletedSelection;Component properties deleted from selection.;Componenteigenschappen verwijderd uit selectie.;Komponenteneigenschaften aus Auswahl gelöscht.;Propriétés de composant supprimées de la sélection.;Proprietà del componente eliminate dalla selezione.;Propiedades de componente eliminadas de la selección.
CustomComponent_Msg_NoComponentsFound;No components found.;Geen componenten gevonden.;Keine Komponenten gefunden.;Aucun composant trouvé.;Nessun componente trovato.;No se encontraron componentes.
CustomComponent_Msg_PropsAddedAll;Component properties added to all components.;Componenteigenschappen toegevoegd aan alle componenten.;Komponenteneigenschaften zu allen Komponenten hinzugefügt.;Propriétés de composant ajoutées à tous les composants.;Proprietà del componente aggiunte a tutti i componenti.;Propiedades de componente añadidas a todos los componentes.
CustomComponent_Msg_PropsDeletedAll;Deleted component properties from all components.;Componenteigenschappen verwijderd uit alle componenten.;Komponenteneigenschaften aus allen Komponenten gelöscht.;Propriétés de composant supprimées de tous les composants.;Proprietà del componente eliminate da tutti i componenti.;Propiedades de componente eliminadas de todos los componentes.
Export_Dialog_NoSheetTitle;Export BOM;BOM exporteren;BOM exportieren;Exporter la BOM;Esporta BOM;Exportar BOM
Export_Dialog_NoSheetBody;No drawing sheet present. Create a drawing sheet?;Geen tekenblad aanwezig. Een tekenblad maken?;Kein Zeichenblatt vorhanden. Ein Zeichenblatt erstellen?;Aucune feuille de dessin présente. Créer une feuille de dessin ?;Nessun foglio di disegno presente. Creare un foglio di disegno?;No hay ninguna hoja de dibujo. ¿Crear una hoja de dibujo?
Export_Err_CreateSheet;Failed to create a drawing sheet.;Kan geen tekenblad maken.;Zeichenblatt konnte nicht erstellt werden.;Échec de la création d'une feuille de dessin.;Impossibile creare un foglio di disegno.;No se pudo crear una hoja de dibujo.
Export_Msg_NoComponents;No components found to export.;Geen componenten gevonden om te exporteren.;Keine Komponenten zum Exportieren gefunden.;Aucun composant à exporter.;Nessun componente da esportare trovato.;No se encontraron componentes para exportar.
Export_Err_CopyClipboard;Failed to copy BOM to clipboard:\n{0};Kan BOM niet naar klembord kopiëren:\n{0};BOM konnte nicht in die Zwischenablage kopiert werden:\n{0};Échec de la copie de la BOM dans le presse-papiers :\n{0};Impossibile copiare la BOM negli appunti:\n{0};No se pudo copiar la BOM al portapapeles:\n{0}
Export_Msg_BomWritten;BOM table has been written to the active drawing sheet.;BOM-tabel is geschreven naar het actieve tekenblad.;BOM-Tabelle wurde auf das aktive Zeichenblatt geschrieben.;Le tableau BOM a été écrit sur la feuille de dessin active.;La tabella BOM è stata scritta sul foglio di disegno attivo.;La tabla BOM se ha escrito en la hoja de dibujo activa.
Export_Err_BuildTable;Failed to build BOM table:\n{0};Kan BOM-tabel niet maken:\n{0};BOM-Tabelle konnte nicht erstellt werden:\n{0};Échec de la création du tableau BOM :\n{0};Impossibile creare la tabella BOM:\n{0};No se pudo crear la tabla BOM:\n{0}
Export_Msg_BomExported;BOM exported:\n{0};BOM geëxporteerd:\n{0};BOM exportiert:\n{0};BOM exportée :\n{0};BOM esportata:\n{0};BOM exportada:\n{0}
Export_Err_ExcelFailed;Failed to export to Excel:\n{0};Kan niet naar Excel exporteren:\n{0};Export nach Excel fehlgeschlagen:\n{0};Échec de l'exportation vers Excel :\n{0};Esportazione in Excel non riuscita:\n{0};No se pudo exportar a Excel:\n{0}
